,title,n_enrolled,level,language,rating,price,sales
1832,Learn to Play Trombone: Go From Beginner to Pro in No Time!,402,All,English,1,50,20100
1833,FingerstyleGuitar by Jacques Stotzem - Basic Level,119,All,English,1,30,3570
1834,Instant Harmonica - play two Star Wars themes in 30 minutes ,605,Beginner,English,1,20,12100
1835,Play Piano To-day! - Beginner Piano Lessons For Busy People!,476,Beginner,English,1,100,47600
1836,Learn to Play the Flute: Beginner to Pro in Under Five Hours,707,Beginner,English,1,50,35350
1837,Play Piano 7: Improvise on For All We Know in F Key by Ear,438,All,English,1,50,21900
1838,World's Fastest Piano Method - The Piano Revolution!,1199,Beginner,English,1,95,113905
1839,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,966,Beginner,English,1,50,48300
1840,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,877,Beginner,English,1,50,43850
1841,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",1504,All,English,1,50,75200
1842,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,1064,All,English,1,95,101080
1843,Worship Piano: From Beginner to Pro,117,All,English,1,80,9360
1844,Easy to play Christmas Songs for Guitar,1229,All,English,1,100,122900
1845,Ultimate Blues Guitar Beginner Lessons,922,Beginner,French,1,20,18440
1846,How to Play Piano - Your First Lesson!,662,Beginner,English,1,0,0
1847,Playing Piano : Reading and Playing Classical Tunes Vol.I,1732,Beginner,English,1,50,86600
1848,Blues School! A Course For Beginners in Blues Piano & Improv,326,All,English,1,120,39120
1849,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,1284,All,English,1,80,102720
1850,31 Day Guitar Challenge,1029,Beginner,English,1,40,41160
1851,Percussive Fingerstyle Guitar,886,Intermediate,English,1,50,44300
1852,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,1213,Beginner,English,1,50,60650
1853,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",1605,Beginner,English,1,100,160500
1854,Guitar Insanity Workout - Eatmystrings!,2673,All,English,2,50,133650
1855,Playing Piano:  Play Chords and Popular Pieces Vol.I,1987,Beginner,English,2,100,198700
1856,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,1052,Intermediate,English,1,75,78900
1857,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,1548,Beginner,German,1,50,77400
1858,Guitar Fretboard Mastery for the Blues Guitarist,257,All,English,1,20,5140
1859,Quick & Easy Piano Chords: Play more songs with more chords,1818,Beginner,English,1,55,99990
1860,Instant Harmonica - play Scarborough Fair in 8 easy lectures,543,Beginner,English,1,40,21720
1861,Piano With Willie: Blues n' Boogie Vol. 2,95,Intermediate,Afrikaans,1,40,3800
1862,Have Fun with Beginner Blues Piano,321,All,English,1,75,24075
1863,Learn to Play Harp: Beginners Course,408,Beginner,English,1,0,0
1864,Instant Harmonica - play this classic 8 bar blues tune!,43,All,English,1,40,1720
1865,Guitar Lessons - Learning The Neck - Fretboard Mastery,239,All,English,1,45,10755
1866,Take your double bass drum technique to the next level,584,Intermediate,English,1,40,23360
1867,How To Play The Cajon: For Beginners,144,All,English,1,30,4320
1868,Slide Guitar- Slide Soloing Essentials,297,All,Catalan,1,50,14850
1869,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,1137,All,English,1,60,68220
1870,Learn Acoustic Guitar for Worship,86,Beginner,English,1,40,3440
1871,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,98,Intermediate,English,1,70,6860
1872,Guitar Lessons: The Essential Beginner & Intermediate Course,2566,All,English,2,0,0
1873,Instant Harmonica - play the groovy Irish Washerwoman now!,55,Beginner,English,1,40,2200
1874,Music Fundamentals: Learn Beatmaking with Pen Tapping,537,All,English,1,200,107400
1875,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",595,All,English,1,115,68425
1876,Beginner Guitar Lessons by Paul Gronow,659,All,English,1,50,32950
1877,Guitar Fretboard Secrets,186,Intermediate,Catalan,1,55,10230
1878,Learn to Play French Horn: Beginner to Pro Made the Easy Way,460,Beginner,English,1,50,23000
1879,150 Rock Guitar Licks You MUST Know,252,All,English,1,45,11340
1880,Didgeridoo - from zero to HERO! Part One - beginning,87,Beginner,English,1,35,3045
1881,Learn Piano Scales: Play any song in any key! Like Pro's do,1720,Beginner,English,1,50,86000
1882,Instant Harmonica - play the groovy Valens La Bamba now!,390,Beginner,English,1,20,7800
1883,Blues Master - Beginner's Techniques Piano Course,2618,All,French,2,0,0
1884,"How to play Djembe, Drums & Rhythm. Level 2",390,Intermediate,English,1,40,15600
1885,Instant Harmonica - play Amazing Grace with grace and ease!,496,Beginner,English,1,40,19840
1886,Instant Harmonica - play Amazing Grace + Ode to Joy now!,341,All,English,1,40,13640
1887,Play Thousands of Songs On The Guitar | Cheater Chords,97,Beginner,English,1,100,9700
1888,Piano Improvisation from Day One,1249,All,English,1,20,24980
1889,Classical Guitar Essentials - The Basics Part 1,861,Beginner,English,1,65,55965
1890,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,973,All,English,1,60,58380
1891,Play all major scales by ear - no notation required!,868,Beginner,English,1,40,34720
1892,How to play in a local Irish music session with confidence,193,All,English,1,40,7720
1893,The Total Beginner's Guitar Course,9193,Beginner,English,5,0,0
1894,Virtual Piano Lessons - A New Way To Learn Piano,5830,All,English,3,50,291500
1895,16 Guitar Chords to Jam With - (Beginner - Intermediate),1224,Beginner,English,1,20,24480
1897,101 Awesome Rockabilly Guitar Licks,407,Intermediate,English,1,40,16280
1898,A beginner`s guide to fingerpicking and strumming guitar',3481,Beginner,English,2,0,0
1899,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",124,Beginner,English,1,40,4960
1900,Your First Course on Piano,2002,Beginner,English,2,70,140140
1902,Cracking the Violin Code!,746,All,English,1,120,89520
1903,Instant Bodhran - part one; learn the basics of drumming now,920,Beginner,English,1,30,27600
1904,"Play The Piano By Ear | Master Class, Learn By Doing",362,All,English,1,175,63350
1905,Discover Classical Guitar Level 2   ,927,Intermediate,Italian,1,75,69525
1906,Fingerpicking Classics - Great songs played fingerstyle!,953,All,English,1,20,19060
1907,6 Must Know Tricks to Successful Solos,469,All,English,1,35,16415
1908,CAGED System for Guitar (Guitar Lessons from Lutz Academy),450,All,English,1,50,22500
1909,Learn the Violin - No Music Experience Necessary!,600,Beginner,English,1,120,72000
1910,Your Second Course on Piano: Two Handed Playing,1018,Beginner,English,1,70,71260
1911,How to Design Your Own Guitar,181,All,English,1,50,9050
1912,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,8240,Intermediate,English,5,0,0
1913,Play Sonny Terry style on Harmonica and dazzle your friends!,582,All,English,1,200,116400
1914,Blues and Advanced Guitar Lessons,1235,All,French,1,85,104975
1915,Learn basics of South Indian Carnatic Flute Step by Step ,380,Beginner,English,1,150,57000
1916,Basic Piano Hymn Playing,1842,Beginner,Tagalog,1,20,36840
1917,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,3137,All,English,2,35,109795
1918,Piano Music Theory (Back To Basics) by JFilt,4967,Beginner,English,3,0,0
1919,Guitar - 12  Strumming Patterns You Must Know For Guitar,2154,Beginner,English,2,50,107700
1920,Guitar Lessons for complete beginners - super simple and fun,936,Beginner,English,1,20,18720
1921,CAGED Pentatonic System for Guitar - Level 3,1224,All,English,1,45,55080
1922,Classical Guitar Essentials - The Basics Part 2,1030,Intermediate,Catalan,1,95,97850
1924,Keyboard Instruments - Read Sheet Music for Piano Fast!,2788,Beginner,English,2,50,139400
1925,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,2686,Beginner,English,2,20,53720
1926,Drumming Accelerator: How To Get The Best Start Possible,1594,Beginner,English,1,200,318800
1927,Play Piano 4: Improvise on popular song Yesterday chords,1018,All,English,1,50,50900
1928,Beginner's Guitar Lessons - Crash Course for Busy Adults,1194,Beginner,English,1,50,59700
1929,Getting Started with the Guitar in 5 Days,270,Beginner,English,1,0,0
1930,Guitar Lessons - String Bending And Vibrato Essentials,3325,All,English,2,0,0
1931,Piano With Willie: Blues n' Boogie Vol. 1,172,Intermediate,Afrikaans,1,40,6880
1932,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,834,All,English,1,70,58380
1933,Chugging - it don't mean a thing if it ain't got that swing!,382,All,English,1,200,76400
1934,Make Your Own Ukulele,452,All,Swahili (macrolanguage),1,85,38420
1935,"Beginner Violin 101: Care, Maintenance, and the Right Gear",5543,All,English,3,0,0
1936,Learn How To Play 25 Classic Hip Hop Songs,153,All,English,1,25,3825
1937,Learn Beethoven's Fur Elise on Piano,1582,All,English,1,20,31640
1938,Play Violin and Fiddle for beginners - it's fun  - Course 1,560,Beginner,English,1,20,11200
1939,Piano With Willie Building Technique with Scales Vol. 1,111,All,English,1,40,4440
1940,Christmas Piano Songs For The Very Beginner Vol. I,1060,Beginner,English,1,40,42400
1941,Introduction to Gypsy Jazz Guitar,452,All,English,1,95,42940
1942,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",2346,All,English,2,45,105570
1943,The Piano Chord Ladder | Learn to Play Thousands of Songs,103,All,English,1,100,10300
1944,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,833,Expert,English,1,50,41650
1945,Playing Piano: Scales and Arpeggios Vol.I : Major keys,2358,Beginner,English,2,50,117900
1946,Drumming for Beginners - Simple Way To Learn How To Drum,1814,Beginner,English,1,20,36280
1947,Get great playing HARMONICA - a fun new leisure time hobby !,2543,All,English,2,35,89005
1948,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,3042,All,English,2,0,0
1949,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,809,All,English,1,50,40450
1950,"Jazz Guitar Tips, Tricks and Licks",9351,Intermediate,English,5,0,0
1951,Piano From Zero To Pro - Beginner Essentials To The Piano,811,Beginner,English,1,70,56770
1952,"Piano: Learn 48 chords in 1 hour,  and always remember how",1424,Beginner,English,1,120,170880
1953,Walking Bass - Quick Start Guide,193,All,German,1,50,9650
1954,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),65,Beginner,English,1,45,2925
1955,Blues Bass - Quick Start Guide,59,All,German,1,50,2950
1956,How to speak Pianish (beginner level),545,Beginner,English,1,30,16350
1957,Gospel Piano Essentials,668,Intermediate,Catalan,1,30,20040
1958,Instant Harmonica - play Leonard Cohen's Hallelujah now!,100,All,English,1,40,4000
1959,Guitar Crash Course (No Experience Necessary),5769,Beginner,English,3,0,0
1960,Beginner Guitar Lessons - Your Complete Foundation Course,293,Beginner,French,1,60,17580
1961,Piano Building Blocks: Learn the 24 Most Common Chords,492,Beginner,English,1,50,24600
1962,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,500,Beginner,English,1,50,25000
1963,Playing Piano By Ear: Complete Guide for Aspiring Musicians,346,All,English,1,150,51900
1964,"Discover the fun of Spoon playing, a beginners course",353,All,English,1,65,22945
1965,Country Guitar Fundamentals,1174,Intermediate,Catalan,1,50,58700
1966,Discover Classical Guitar Level 1,1513,Beginner,Italian,1,25,37825
1967,PI-101 Top 10 Classical Piano Pieces for Beginners,6292,Beginner,English,4,0,0
1968,Get started playing blues harmonica,6853,Beginner,English,4,0,0
1969,Rockabilly Guitar For Beginners,475,Beginner,English,1,40,19000
1970,Beginner Piano,776,Beginner,German,1,20,15520
1971,Step by Step Tabla Course- Indian Drums,1337,Beginner,English,1,20,26740
1972,Play Piano 6 -Improvise on The Way We Were with Power Chords,701,All,English,1,50,35050
1973,101 Blues riffs - learn how the harmonica superstars do it,1350,Intermediate,English,1,200,270000
1974,Learn To Play The Drums,1141,All,English,1,25,28525
1975,Guitar: Master The Guitar Fretboard In 6 Easy Steps,1203,Beginner,English,1,55,66165
1976,Play Piano in 30 Days! - Start Playing NOW!,5188,Beginner,Tagalog,3,0,0
1977,Curso de Didgeridoo nivel principiante,0,Beginner,Spanish,1,50,0
1978,ブルースギター入門,462,All,Japanese,1,0,0
1981,Modern Rock Guitar Techniques,3157,Intermediate,German,2,50,157850
1984,How to play Piano - Go from a Beginner/Intermediate to a Pro,5316,All,English,3,200,1063200
1985,Guitar Super System Level 2,4192,Expert,Danish,3,50,209600
1986,"LEARN HARMONICA, amaze your friends and have fun - it's easy",8857,All,English,5,200,1771400
1988,Ultimate Beginner Guitar Masterclass,8113,Beginner,German,5,200,1622600
1989,Quicklessons Piano Course - Learn to Play Piano by Ear!,7178,All,English,4,200,1435600
1990,"Learn guitar the Right way! Complete 'KickStarter course""",2102,Beginner,English,2,150,315300
1991,CAGED Pentatonic System for Guitar - Level 1,1329,All,English,1,45,59805
1992,CAGED Pentatonic System for Guitar - Level 2,1220,All,English,1,45,54900
1993,Learn to Play Piano From a Concert Pianist - For Beginners,3206,Beginner,English,2,200,641200
1994,#12 Hand Coordination: Let your Hands dance with Ballad 9,482,Intermediate,English,1,75,36150
1995,How To Make Money With A Cover Band,2498,All,English,2,50,124900
1996,How To Play Guitar - For Absolute Beginners,478,Beginner,English,1,35,16730
1997,Learn How to Improvise on Guitar in 30 Days,1788,Beginner,English,1,200,357600
1998,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,1249,All,English,1,50,62450
1999,The Best Beginner Guitar Course Ever,1976,Beginner,German,2,50,98800
2000,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,567,All,English,1,100,56700
2001,Guitar: Learn 10 CCR Guitar Chord Progressions,2045,Beginner,English,2,50,102250
2002,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",1204,All,English,1,50,60200
2003,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,1227,All,English,1,60,73620
2005,Piano Playing: Reading and Playing Classical Tunes Vol.II,1638,Beginner,English,1,40,65520
2006,Harmonica Jamz: The Only Course on Jammin' with Friends,568,Beginner,English,1,60,34080
2007,Guitar - Learn 10 Legendary Chord Progressions for Guitar,3013,Beginner,English,2,55,165715
2008,Guitar - Blues Guitar for Beginners,2795,Beginner,Catalan,2,45,125775
2009,Electric Guitar for Beginners - RockStarter Level 1,491,Beginner,English,1,40,19640
2010,The Circle of Fifths for Guitarists,1018,Intermediate,English,1,50,50900
2011,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,2164,All,English,2,70,151480
2012,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,2415,All,English,2,95,229425
2013,Essential Theory and Technique for Guitar,2285,Beginner,English,2,0,0
2014,Piano for Complete Beginners: Learn your first song today!,1268,Beginner,English,1,40,50720
2015,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,2026,Intermediate,English,2,95,192470
2016,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,2164,All,English,2,95,205580
2017,Learn all Piano Chords in all Piano Scales with logic,969,Beginner,English,1,45,43605
2018,Learn to play the piano or keyboard from scratch,1987,Beginner,English,2,145,288115
2019,5 Exotic Guitar Scales and How to Use Them Effectively,1319,Intermediate,English,1,50,65950
2020,Learn 4 Chords and Play Thousands of Songs!,4560,Beginner,English,3,20,91200
2021,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,1593,Intermediate,English,1,75,119475
2022,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,6565,All,English,4,200,1313000
2023,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,4133,Intermediate,English,3,200,826600
2024,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,1541,All,English,1,50,77050
2026,A new approach to piano and playing songs for beginners,7140,Beginner,English,4,50,357000
2027,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,1495,Beginner,English,1,50,74750
2028,How to play Contemporary Piano,1200,All,English,1,25,30000
2029,Piano Technique Exercises Vol.1,1674,All,Catalan,1,50,83700
2030,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,54,All,English,1,40,2160
2031,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,940,Intermediate,English,1,75,70500
2032,Modern Country Guitar: Technique Booster,1152,Intermediate,English,1,30,34560
2033,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",2558,Beginner,English,2,95,243010
2034,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,850,Intermediate,English,1,75,63750
2035,3 step formula for playing guitar by ear,3937,Beginner,English,2,25,98425
2036,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",6271,All,English,4,100,627100
2037,Play Piano by Ear Today! SuperCourse,4557,All,English,3,60,273420
2038,Learn to Read & Write Music to play Piano & more instruments,5292,All,English,3,115,608580
2039,The Complete Piano Course - Master The Piano,4982,All,English,3,95,473290
2040,Learn to play your favorite guitar songs by ear,4733,All,English,3,50,236650
2041,Piano for Singer/Songwriters | Write Songs and Perform Live!,3371,Beginner,English,2,100,337100
2042,Fun Beginner Ukulele Course,1409,Beginner,German,1,55,77495
2044,Fun Ukulele Strumming Course,3141,Beginner,German,2,45,141345
2045,The Professional Bass Masterclass,1449,All,English,1,200,289800
2046,The Allman Brothers Guitar Roots And Techniques,2692,Intermediate,English,2,75,201900
2047,Blues Guitar Fundamentals,3312,Intermediate,Catalan,2,50,165600
2048,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,2015,Intermediate,English,2,65,130975
2049,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,2015,Intermediate,English,2,65,130975
2050,Beginner Level Popular Piano Program - Month 1,7,Beginner,English,1,30,210
2051,Piano Lessons for the R&B Fan,228,All,English,1,20,4560
2052,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,65,Expert,English,1,20,1300
2053,Darbuka Drumming: Learn how to play the Darbuka Dounbek,1094,Beginner,English,1,0,0
2054,Awesome Lead Guitar 1,60,Beginner,English,1,25,1500
2055,The art of piano improvisation,83,All,English,1,20,1660
2056,How To Build A Professional Djembe: Create Music Beauty &Biz,122,All,English,1,40,4880
2057,Advanced Euphonium Studies - Learn to Master the Euphonium!​,106,All,English,1,50,5300
2058,Didgeridoo - from zero to HERO! Part Two. Intermediate.,55,Intermediate,English,1,35,1925
2059,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,77,All,English,1,30,2310
2060,Trumpet Pro Series - You're going to love practicing Trumpet,92,All,English,1,50,4600
2061,A Guide to Analog Synths: For the modern EDM enthusiast.,29,All,English,1,20,580
2062,Acoustic Blues Guitar Lessons,8217,Intermediate,French,5,0,0
2063,Accelerate Your Guitar Learning With Metal Techniques,1305,All,English,1,20,26100
2064,Beginner Step by Step Keharwa Theka Tabla Course,916,Beginner,English,1,20,18320
2065,Just chords Piano: Learn to Play Piano Quickly - No Music,2357,Beginner,English,2,85,200345
2066,Play Ukulele Now,1951,All,English,1,30,58530
2067,Acoustic Blues Guitar Lessons,1284,Intermediate,French,1,125,160500
2068,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,769,All,English,1,70,53830
2069,Play Piano Today - Easy Festive Favorites & Piano Party Hits,3122,All,English,2,75,234150
2070,The 80/20 Beginner Guitar Course,1269,Beginner,English,1,50,63450
2071,Drums for Beginners,1618,Beginner,Norwegian,1,0,0
2072,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,89,Beginner,English,1,150,13350
2073,Learn to play guitar and sing at the same time,66,Beginner,English,1,45,2970
2074,Introduction to Ukulele 1,630,Beginner,English,1,20,12600
2075,Learn Flute FAST!,249,Beginner,English,1,45,11205
2076,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,198,Intermediate,English,1,45,8910
2077,Piano With Willie: Blues n' Boogie Vol. 3,84,Intermediate,Afrikaans,1,40,3360
2078,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,58,All,English,1,40,2320
2079,Piano Lessons For Beginners: Learn Piano Quickly And Easily,186,Beginner,English,1,75,13950
2080,The Easy Beginner Drum Course,21,Beginner,English,1,25,525
2081,Instant Harmonica - play Somewhere Over the Rainbow now!,431,Beginner,English,1,40,17240
2082,Instant Harmonica - play The Kesh (part 2) - easy and fun!,53,Beginner,English,1,20,1060
2083,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,2610,All,English,2,0,0
2084,Ukulele 2 : Level 1 KEY OF C AND STRUMS,26,Beginner,Estonian,1,20,520
2085,Guitar for Music Educators: Learning How to Teach Guitar,32,Beginner,English,1,20,640
2086,Piano Tutorial : Ludovico Einaudi - Una Mattina,1631,All,Italian,1,0,0
2087,Guitar Solo - Theory and Improvisation Lessons,12,Intermediate,English,1,60,720
2088,Bluegrass Guitar Essentials: Webisodes 3 & 4,12,Intermediate,Catalan,1,30,360
2089,Instant Harmonica - play Christmas + Birthday songs now!,236,All,English,1,40,9440
2090,Blues Master - Advanced Techniques Piano Course,7,All,French,1,75,525
2091,Bluegrass Guitar Essentials: Webisodes 5 & 6,11,Intermediate,Catalan,1,30,330
2092,Trombone Lessons For Beginners,11,Beginner,Norwegian,1,95,1045
2093,Rhythm to Rock Drum Lesson 6,12,Beginner,English,1,20,240
2094,Flute Pro Series - You're about to love practicing the flute,135,All,English,1,50,6750
2095,How To Play Guitar - Everything You Need To Know To Start,5,Beginner,English,1,50,250
2096,Trombone Pro Series - Fall in love with the Trombone,57,All,English,1,50,2850
2097,Learn How To Play 25 Classic Hip Hop Songs Ch.2,7,All,English,1,25,175
2098,Learn to play tunes by ear on harmonica - no written music,73,Intermediate,English,1,35,2555
2099,Fingerpicking for Guitar,35,All,English,1,20,700
2100,"Music Theory, Guitar and Ear Training",30,Beginner,English,1,60,1800
2101,"Piano Unbound. Piano learning method, a course for beginners",32,All,English,1,195,6240
2102,Advanced Trombone Studies - Learn to Master the Trombone!,39,All,English,1,50,1950
2103,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",90,All,English,1,50,4500
2104,Piano With Willie: Tritones & Phat Chords,37,Intermediate,English,1,40,1480
2105,Piano for Kids: Developing Your Child's Creative Abilities,42,Beginner,English,1,65,2730
2106,Piano Lessons For The Hip Hop Fan,276,Intermediate,English,1,20,5520
2107,French Horn Solos: Learn how to Perform Three Fun Pieces!,88,All,English,1,50,4400
2108,Bluegrass Guitar Essentials: Webisodes 9 & 10,10,Intermediate,Catalan,1,30,300
2109,Clarinet Lessons For Beginners,11,Beginner,German,1,95,1045
2110,Play music on Harmonica using 8 notes - learn easy tunes!,29,Beginner,English,1,35,1015
2111,Learn Piano Online-A Quiet Solace Piano Solo,7,Intermediate,English,1,50,350
2112,Bluegrass Guitar Essentials: Webisodes 7 & 8,9,Intermediate,Catalan,1,30,270
2113,The Art of the Blues Shuffle - A Guitarist's Guide,8,Intermediate,English,1,20,160
2114,Learn Piano Online-Ambiance Piano Solo,8,Intermediate,Italian,1,50,400
2115,Piano Lessons For Beginners,8,Beginner,German,1,95,760
2116,The Theory & Practice of Modes on the Guitar,17,Intermediate,English,1,35,595
2117,Learn How To Play The Trumpet,2,All,English,1,75,150
2118,Violin for Beginners,4,Beginner,Norwegian,1,50,200
2119,Beginner Acoustic Guitar Lessons,8,Beginner,English,1,25,200
2120,Aprendiendo Piano: Tocando piezas populares Vol.I,122,Beginner,Spanish,1,100,12200
2121,Curso de Bateria - Explorando Diferentes Divisões,5,Intermediate,Portuguese,1,55,275
2122,Escalas Pentatónicas para guitarristas,11,All,Spanish,1,25,275
2123,Brass Master Class,36,All,English,1,20,720
2124,Enseñando música: mejora tus clases de instrumento ,111,Beginner,Spanish,1,30,3330
2125,Ukelele exprés: aprende a tocar en menos de un mes,888,Beginner,Spanish,1,0,0
2126,Curso de Guitarra para Principiantes,53,Beginner,Spanish,1,20,1060
2127,Mundharmonika spielen - mein schönstes Hobby,65,Beginner,German,1,20,1300
2128,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,38,Intermediate,Spanish,1,25,950
2129,Présentation du Banjo Ténor,18,Beginner,French,1,20,360
2130,Aprende a tocar el acordeón de botones,22,All,Spanish,1,50,1100
2131,Aprendiendo piano: Lectura de piezas clásicas Vol.I,211,Beginner,Spanish,1,50,10550
2132,Pedais de efeito para Contrabaixo,10,All,Portuguese,1,50,500
2133,Mantenimiento y octavación para guitarras eléctricas,12,All,Spanish,1,35,420
2134,Aprende a tocar el violín desde cero,17,All,Spanish,1,50,850
2135,Aprende a tocar el teclado como los expertos,11,All,Spanish,1,50,550
2136,Aprende a tocar el saxofón como siempre has querido,8,All,Spanish,1,20,160
2137,Guitarra para principiantes,7,Beginner,Catalan,1,20,140
2138,Aprende a tocar flauta transversal sin complicaciones,6,All,Catalan,1,50,300
2139,Aprende a tocar las escalas en el acordeón de botones.,2,Beginner,Spanish,1,20,40
2140,Curso de Violão Prático,5,Beginner,Portuguese,1,70,350
2141,"Aprende a tocar percusiones: congas, bongós, maracas y más",14,All,Spanish,1,50,700
2142,Gitarre spielen - mein schönstes Hobby,11,Beginner,German,1,20,220
2143,Aprende a tocar la guitarra acústica como un profesional,11,All,Spanish,1,50,550
2144,Guitar Lesson - Five Steps to Learn Barre Chords,57,All,English,1,35,1995
2145,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",377,All,English,1,20,7540
2146,Guitar Technique Mastery: The Ultimate Chop Building Workout,273,All,English,1,20,5460
2147,Inside Drum Technique,406,All,German,1,50,20300
2148,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",556,Intermediate,English,1,195,108420
2149,Create Beautiful Music On The Piano Like a Pro In Minutes,115,All,English,1,95,10925
2150,Instant Harmonica - play the great Irish tune Molly Malone!,420,Beginner,English,1,20,8400
2151,Instant Harmonica - play 'Can't Help Falling in Love' now!,32,All,English,1,40,1280
2152,Arpeggios for Guitar made Easy! Dominate the Fretboard,26,All,English,1,65,1690
2153,Guitar Lessons - The Modal System - Modes Essentials,116,All,English,1,45,5220
2154,Learn to Play Percussion: Beginner to Pro made the Easy Way!,425,All,English,1,50,21250
2155,Modern Piano Lessons For Beginners,736,Beginner,German,1,20,14720
2156,World Percussion: Complete Lessons for Everyone,68,All,English,1,40,2720
2157,Learn Lion (Saroo) Soundtrack On The Piano By Ear,104,All,English,1,20,2080
2158,Acoustic Blues Guitar Lessons,189,Intermediate,French,1,75,14175
2159,Play Guitar and Understand Music Quick & Easy in 28 Days!,738,All,English,1,20,14760
2160,Learn How to Play the Violin - Violin Basics,365,Beginner,English,1,20,7300
2161,Swing Low - The 101 Authentic Nashville Piano Style Course,146,All,English,1,20,2920
2162,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,383,Beginner,English,1,50,19150
2163,Get Piano Skills TODAY!!! ,92,All,Swedish,1,100,9200
2164,Learn the Violin - Scales and Fundamentals,291,Beginner,English,1,80,23280
2165,Piano With Willie Building Technique with Scales Vol. 2,61,All,English,1,40,2440
2166,Master Flute Playing: Intermediate Instruction Made Simple!,288,Intermediate,English,1,50,14400
2167,How to Sing and Play the Guitar (at the same time),78,Beginner,English,1,20,1560
2168,"Super Beginner Guitar - start right, start awesome",594,Beginner,English,1,30,17820
2169,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",489,All,English,1,40,19560
2170,Rhythm to Rock Drum Lesson 5,13,Beginner,English,1,20,260
2171,Gibson's Learn & Master Guitar,103,All,English,1,50,5150
2172,Master the Trombone: Intermediate Instruction Made Simple!,231,All,English,1,50,11550
2173,Walking Bass Fundamentals,44,All,German,1,50,2200
2174,Circular Breathing for musicians - practical skills,261,All,English,1,25,6525
